Cluster,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
M7,GO:0009260,ribonucleotide biosynthetic process,4/21,173/18805,0.023121387283236993,20.7046518029177,8.705682166748486,3.664008620844794e-5,7.15445893859694e-4,4.668819849275915e-4,4537/4540/4726/142,4
M7,GO:0046390,ribose phosphate biosynthetic process,4/21,180/18805,0.022222222222222223,19.899470899470902,8.51880126526832,4.2780979981618146e-5,7.935871786590166e-4,5.178750208301145e-4,4537/4540/4726/142,4
M7,GO:0006695,cholesterol biosynthetic process,3/21,67/18805,0.04477611940298507,40.095948827292105,10.718851901086348,5.4912656668169906e-5,9.259813969269378e-4,6.042721557474697e-4,2222/3422/6307,3
M7,GO:1902653,secondary alcohol biosynthetic process,3/21,67/18805,0.04477611940298507,40.095948827292105,10.718851901086348,5.4912656668169906e-5,9.259813969269378e-4,6.042721557474697e-4,2222/3422/6307,3
M7,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,3/21,68/18805,0.04411764705882353,39.50630252100841,10.635966855810878,5.740585479600962e-5,9.259813969269378e-4,6.042721557474697e-4,4537/4540/4726,3
M7,GO:0006164,purine nucleotide biosynthetic process,4/21,198/18805,0.020202020202020204,18.090428090428095,8.083288630588621,6.201306104132021e-5,9.58618568597075e-4,6.255703526098092e-4,4537/4540/4726/142,4
M7,GO:0009060,aerobic respiration,4/21,201/18805,0.01990049751243781,17.820421701018716,8.01627249868847,6.574460521740427e-5,9.756499414262794e-4,6.366845978948624e-4,54205/4537/4540/4726,4
M7,GO:0015986,proton motive force-driven ATP synthesis,3/21,77/18805,0.03896103896103896,34.888682745825605,9.963113531434804,8.325068149423476e-5,0.0011879231859369653,7.752087750475303e-4,4537/4540/4726,3
M7,GO:0046034,ATP metabolic process,4/21,230/18805,0.017391304347826087,15.573498964803312,7.435395428587457,1.1078995965889854e-4,0.0015223361123500503,9.934382347581547e-4,4537/4540/4726/142,4
M7,GO:0009165,nucleotide biosynthetic process,4/21,234/18805,0.017094017094017096,15.30728530728531,7.363567126709137,1.1840969347713316e-4,0.0015689284385720145,0.0010238432142759635,4537/4540/4726/142,4
M7,GO:0045333,cellular respiration,4/21,245/18805,0.0163265306122449,14.62001943634597,7.174844819638982,1.413270706106409e-4,0.0018080118343637163,0.001179863021431848,54205/4537/4540/4726,4
M7,GO:0009205,purine ribonucleoside triphosphate metabolic process,4/21,254/18805,0.015748031496062992,14.101987251593549,7.029284109227387,1.623449356212171e-4,0.0020076657038490516,0.001310152112030875,4537/4540/4726/142,4
M7,GO:0009144,purine nucleoside triphosphate metabolic process,4/21,261/18805,0.01532567049808429,13.72377303411786,6.921100997083921,1.8019235599299322e-4,0.0020891051272937653,0.0013632974302101462,4537/4540/4726/142,4
M7,GO:0009199,ribonucleoside triphosphate metabolic process,4/21,261/18805,0.01532567049808429,13.72377303411786,6.921100997083921,1.8019235599299322e-4,0.0020891051272937653,0.0013632974302101462,4537/4540/4726/142,4
M7,GO:0072522,purine-containing compound biosynthetic process,4/21,264/18805,0.015151515151515152,13.567821067821068,6.876003739520852,1.882601972100563e-4,0.0021165010049979055,0.0013811752905362983,4537/4540/4726/142,4
M7,GO:0009141,nucleoside triphosphate metabolic process,4/21,277/18805,0.01444043321299639,12.931064122399862,6.688758596382298,2.2627126349472536e-4,0.0024690187869571504,0.001611219523337054,4537/4540/4726/142,4
M7,GO:1901293,nucleoside phosphate biosynthetic process,4/21,322/18805,0.012422360248447204,11.123927832002366,6.126768538916046,4.0110914811614085e-4,0.0042517569700310925,0.00277458959599135,4537/4540/4726/142,4
M7,GO:0008202,steroid metabolic process,4/21,335/18805,0.011940298507462687,10.69225302061123,5.984865953476365,4.6583493522478676e-4,0.004800687804677664,0.0031328080439093848,2222/3422/6307/6713,4
M7,GO:0009150,purine ribonucleotide metabolic process,4/21,350/18805,0.011428571428571429,10.234013605442177,5.830532712940896,5.494474965511897e-4,0.0054805765926271505,0.003576486356374648,4537/4540/4726/142,4
M7,GO:0015980,energy derivation by oxidation of organic compounds,4/21,352/18805,0.011363636363636364,10.1758658008658,5.810662123958442,5.613528585440208e-4,0.0054805765926271505,0.003576486356374648,54205/4537/4540/4726,4
M7,GO:0046165,alcohol biosynthetic process,3/21,152/18805,0.019736842105263157,17.673872180451127,6.90120050830207,6.188061322092432e-4,0.005886591667939211,0.0038414415764676363,2222/3422/6307,3
M7,GO:0006066,alcohol metabolic process,4/21,368/18805,0.010869565217391304,9.73343685300207,5.657241189831372,6.633296882889106e-4,0.006152382858879646,0.004014890218590775,2222/3422/6307/6713,4
M7,GO:0009259,ribonucleotide metabolic process,4/21,371/18805,0.01078167115902965,9.654729816454884,5.629520522262567,6.83823846892815e-4,0.006187771882859374,0.004037984205015339,4537/4540/4726/142,4
M7,GO:0019693,ribose phosphate metabolic process,4/21,379/18805,0.010554089709762533,9.450936047242115,5.557117960159749,7.406766655760477e-4,0.006542643879255089,0.004269564738909548,4537/4540/4726/142,4
M7,GO:1902600,proton transmembrane transport,3/21,190/18805,0.015789473684210527,14.139097744360903,6.086274734071691,0.0011807974424460133,0.01018781049180165,0.006648308733478166,4537/4540/4726,3
M7,GO:0006163,purine nucleotide metabolic process,4/21,448/18805,0.008928571428571428,7.9953231292517,5.010564558773673,0.0013786476528799938,0.011624506345874492,0.007585860290966473,4537/4540/4726/142,4
M7,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",2/21,51/18805,0.0392156862745098,35.11671335200747,8.157292731553396,0.0014652471511558277,0.01208014873508471,0.00788320104715416,51614/10945,2
M7,GO:0006091,generation of precursor metabolites and energy,4/21,484/18805,0.008264462809917356,7.400629673356946,4.7699246971781015,0.0018313847214086116,0.014770515905273802,0.009638866954782166,54205/4537/4540/4726,4
M7,GO:0006487,protein N-linked glycosylation,2/21,73/18805,0.0273972602739726,24.533594259621655,6.735942106964034,0.002975807193958944,0.023489882318271663,0.01532890603831035,1650/58505,2
M7,GO:0009416,response to light stimulus,3/21,326/18805,0.009202453987730062,8.240578439964944,4.409441233209501,0.005446312528419062,0.04209545725090567,0.02747043599860492,1292/4537/142,3
M8,GO:1904383,response to sodium phosphate,2/11,10/18805,0.2,341.90909090909093,26.087308264371256,1.3962808502687106e-5,0.004332721449352787,0.002314619645774051,2260/3184,2
M8,GO:1905770,regulation of mesodermal cell differentiation,2/11,10/18805,0.2,341.90909090909093,26.087308264371256,1.3962808502687106e-5,0.004332721449352787,0.002314619645774051,2260/2697,2
M8,GO:0033262,regulation of nuclear cell cycle DNA replication,2/11,14/18805,0.14285714285714285,244.22077922077918,22.02427391175766,2.819987882061412e-5,0.004332721449352787,0.002314619645774051,81620/2260,2
M8,GO:2000105,positive regulation of DNA-templated DNA replication,2/11,14/18805,0.14285714285714285,244.22077922077918,22.02427391175766,2.819987882061412e-5,0.004332721449352787,0.002314619645774051,81620/2260,2
M8,GO:2001028,positive regulation of endothelial cell chemotaxis,2/11,15/18805,0.13333333333333333,227.93939393939397,21.271787348903757,3.252793880895486e-5,0.004332721449352787,0.002314619645774051,2260/3315,2
M8,GO:1902074,response to salt,2/11,23/18805,0.08695652173913043,148.65612648221344,17.141796052733795,7.817698742140516e-5,0.008111572914596129,0.004333351738791673,2260/3184,2
M8,GO:2001026,regulation of endothelial cell chemotaxis,2/11,24/18805,0.08333333333333333,142.46212121212122,16.776381095766954,8.525677237563499e-5,0.008111572914596129,0.004333351738791673,2260/3315,2
M8,GO:0043534,blood vessel endothelial cell migration,3/11,183/18805,0.01639344262295082,28.025335320417287,8.887821576018885,1.4123324047778197e-4,0.011309004249626544,0.0060414784832839765,2260/3315/3397,3
M8,GO:0035767,endothelial cell chemotaxis,2/11,32/18805,0.0625,106.8465909090909,14.49762548685062,1.5282438175171005e-4,0.011309004249626544,0.0060414784832839765,2260/3315,2
M8,GO:0048333,mesodermal cell differentiation,2/11,35/18805,0.05714285714285714,97.68831168831167,13.85121005236209,1.8315219355630088e-4,0.012197936090849638,0.006516362254950494,2260/2697,2
M8,GO:0033260,nuclear DNA replication,2/11,41/18805,0.04878048780487805,83.39246119733924,12.776989707170614,2.5192855016607817e-4,0.013487370399896167,0.007205201825770356,81620/2260,2
M8,GO:0090329,regulation of DNA-templated DNA replication,2/11,41/18805,0.04878048780487805,83.39246119733924,12.776989707170614,2.5192855016607817e-4,0.013487370399896167,0.007205201825770356,81620/2260,2
M8,GO:0044060,regulation of endocrine process,2/11,42/18805,0.047619047619047616,81.4069264069264,12.620565636012305,2.64440568760678e-4,0.013487370399896167,0.007205201825770356,2260/2697,2
M8,GO:0045740,positive regulation of DNA replication,2/11,44/18805,0.045454545454545456,77.70661157024793,12.323753353076407,2.9036138546263663e-4,0.013487370399896167,0.007205201825770356,81620/2260,2
M8,GO:0044786,cell cycle DNA replication,2/11,45/18805,0.044444444444444446,75.97979797979798,12.182767565384868,3.03769603601265e-4,0.013487370399896167,0.007205201825770356,81620/2260,2
M8,GO:2000648,positive regulation of stem cell proliferation,2/11,56/18805,0.03571428571428571,61.055194805194795,10.888483356024711,4.708745334068854e-4,0.019600152453061605,0.010470762650758372,2260/2697,2
M8,GO:0060986,endocrine hormone secretion,2/11,59/18805,0.03389830508474576,57.95069337442219,10.599431390376534,5.226592997968625e-4,0.019736838768430062,0.010543782999414195,2260/2697,2
M8,GO:0043542,endothelial cell migration,3/11,293/18805,0.010238907849829351,17.503878374185543,6.888188230485814,5.630629678681249e-4,0.019736838768430062,0.010543782999414195,2260/3315/3397,3
M8,GO:0051054,positive regulation of DNA metabolic process,3/11,293/18805,0.010238907849829351,17.503878374185543,6.888188230485814,5.630629678681249e-4,0.019736838768430062,0.010543782999414195,81620/2260/3184,3
M8,GO:1905330,regulation of morphogenesis of an epithelium,2/11,66/18805,0.030303030303030304,51.80440771349863,10.002579398260183,6.537711466509324e-4,0.02177057918347605,0.011630244608842903,2260/2697,2
M8,GO:0001707,mesoderm formation,2/11,76/18805,0.02631578947368421,44.98803827751196,9.295996428453865,8.65879166506517e-4,0.026402007619379497,0.014104439031690012,2260/2697,2
M8,GO:0043536,positive regulation of blood vessel endothelial cell migration,2/11,78/18805,0.02564102564102564,43.83449883449884,9.171043189351924,9.117810439125052e-4,0.026402007619379497,0.014104439031690012,2260/3315,2
M8,GO:0048332,mesoderm morphogenesis,2/11,78/18805,0.02564102564102564,43.83449883449884,9.171043189351924,9.117810439125052e-4,0.026402007619379497,0.014104439031690012,2260/2697,2
M8,GO:0050886,endocrine process,2/11,94/18805,0.02127659574468085,36.373307543520305,8.317694208849408,0.0013203784109926736,0.035299050592894156,0.018857403351348546,2260/2697,2
M8,GO:0072091,regulation of stem cell proliferation,2/11,96/18805,0.020833333333333332,35.615530303030305,8.226084586178843,0.0013765920278148408,0.035299050592894156,0.018857403351348546,2260/2697,2
M8,GO:2001233,regulation of apoptotic signaling pathway,3/11,399/18805,0.007518796992481203,12.853725222146274,5.789931788859357,0.001378041014137009,0.035299050592894156,0.018857403351348546,2260/3070/3315,3
M8,GO:0048010,vascular endothelial growth factor receptor signaling pathway,2/11,108/18805,0.018518518518518517,31.658249158249156,7.730100062506183,0.0017376197657892022,0.04286128755613366,0.02289728970123783,2260/3315,2
M8,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,2/11,112/18805,0.017857142857142856,30.527597402597397,7.582448542803066,0.001866954873473294,0.044406855204757636,0.023722960422329825,3070/3315,2
M8,GO:0048732,gland development,3/11,451/18805,0.0066518847006651885,11.371699254182625,5.393673768161589,0.001958755227534113,0.044983826949576526,0.024031189361398555,2260/2697/3184,3
M8,GO:0006275,regulation of DNA replication,2/11,121/18805,0.01652892561983471,28.256949661908337,7.276907602191773,0.0021742628799133247,0.04604863151832642,0.02460002758526052,81620/2260,2
M8,GO:0035924,cellular response to vascular endothelial growth factor stimulus,2/11,122/18805,0.01639344262295082,28.025335320417287,7.2450193919790005,0.0022097952635725653,0.04604863151832642,0.02460002758526052,2260/3315,2
M8,GO:0030326,embryonic limb morphogenesis,2/11,124/18805,0.016129032258064516,27.573313782991203,7.182379537010899,0.002281688949106264,0.04604863151832642,0.02460002758526052,2260/2697,2
M8,GO:0035113,embryonic appendage morphogenesis,2/11,124/18805,0.016129032258064516,27.573313782991203,7.182379537010899,0.002281688949106264,0.04604863151832642,0.02460002758526052,2260/2697,2
M8,GO:0072089,stem cell proliferation,2/11,128/18805,0.015625,26.711647727272727,7.06143860027181,0.0024287842861366086,0.04757559807549945,0.025415761260500734,2260/2697,2
M8,GO:0001704,formation of primary germ layer,2/11,132/18805,0.015151515151515152,25.902203856749313,6.945916427749659,0.002580275590854445,0.048448414755079224,0.025882036015831795,2260/2697,2
M8,GO:0010595,positive regulation of endothelial cell migration,2/11,133/18805,0.015037593984962405,25.707450444292547,6.9178347994661955,0.002618833230004282,0.048448414755079224,0.025882036015831795,2260/3315,2
