Cluster,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
M3,GO:0050872,white fat cell differentiation,3/84,17/18805,0.17647058823529413,39.50630252100841,10.639378174767934,5.588237258443358e-5,0.0042454002081087055,0.0031864068126155674,5156/6591/79718,3
M3,GO:0055010,ventricular cardiac muscle tissue morphogenesis,4/84,47/18805,0.0851063829787234,19.052684903748734,8.30037488754986,5.707770330790564e-5,0.0042454002081087055,0.0031864068126155674,1909/23493/3670/3084,4
M3,GO:0045785,positive regulation of cell adhesion,10/84,499/18805,0.02004008016032064,4.486353659700353,5.287193765893726,7.526391087699154e-5,0.005364790608794376,0.004026570995937707,301/1758/22920/4739/3084/8829/5420/861/6659/7474,10
M3,GO:0030595,leukocyte chemotaxis,7/84,234/18805,0.029914529914529916,6.696937321937322,5.873973294456139,8.47886991375508e-5,0.005364790608794376,0.004026570995937707,301/1240/1880/3672/1130/4739/7474,7
M3,GO:0060419,heart growth,5/84,100/18805,0.05,11.193452380952381,6.846091271600793,8.511322071679526e-5,0.005364790608794376,0.004026570995937707,1848/23493/3084/5997/861,5
M3,GO:0003197,endocardial cushion development,4/84,52/18805,0.07692307692307693,17.22069597069597,7.845778117791944,8.517545349603034e-5,0.005364790608794376,0.004026570995937707,187/23493/3670/6591,4
M3,GO:0003215,cardiac right ventricle morphogenesis,3/84,20/18805,0.15,33.580357142857146,9.764847866148974,9.278235197757622e-5,0.005364790608794376,0.004026570995937707,23493/3670/6659,3
M3,GO:0048640,negative regulation of developmental growth,5/84,102/18805,0.049019607843137254,10.973972922502334,6.765702177340801,9.350738804823902e-5,0.005364790608794376,0.004026570995937707,2258/8829/5997/80031/7474,5
M3,GO:0007411,axon guidance,7/84,238/18805,0.029411764705882353,6.584383753501401,5.80755200420235,9.42578267649052e-5,0.005364790608794376,0.004026570995937707,91653/1909/3670/8829/59277/80031/7474,7
M3,GO:0097485,neuron projection guidance,7/84,239/18805,0.029288702928870293,6.556834030683403,5.791185092999433,9.675502480066017e-5,0.005364790608794376,0.004026570995937707,91653/1909/3670/8829/59277/80031/7474,7
M3,GO:0046620,regulation of organ growth,5/84,103/18805,0.04854368932038835,10.867429496070272,6.726340690972533,9.793600461569185e-5,0.005364790608794376,0.004026570995937707,1848/23493/3084/5997/861,5
M3,GO:0050771,negative regulation of axonogenesis,4/84,54/18805,0.07407407407407407,16.582892416225747,7.681269061851762,9.882589999732966e-5,0.005364790608794376,0.004026570995937707,2258/8829/80031/7474,4
M3,GO:0035051,cardiocyte differentiation,6/84,166/18805,0.03614457831325301,8.091652323580034,6.147385072062252,9.948614944449469e-5,0.005364790608794376,0.004026570995937707,1909/23493/3670/3084/5156/5997,6
M3,GO:0060070,canonical Wnt signaling pathway,8/84,333/18805,0.024024024024024024,5.378235378235378,5.3996362640425035,1.2038176587646561e-4,0.006121464799649221,0.0045944966751387175,22881/115908/1909/3670/6591/6659/79718/7474,8
M3,GO:0048485,sympathetic nervous system development,3/84,22/18805,0.13636363636363635,30.5275974025974,9.282334498206028,1.2453140620773682e-4,0.006121464799649221,0.0045944966751387175,1909/8829/6659,3
M3,GO:0060445,branching involved in salivary gland morphogenesis,3/84,22/18805,0.13636363636363635,30.5275974025974,9.282334498206028,1.2453140620773682e-4,0.006121464799649221,0.0045944966751387175,8829/59277/6591,3
M3,GO:0042692,muscle cell differentiation,9/84,429/18805,0.02097902097902098,4.696553446553447,5.188005017923987,1.248699356442122e-4,0.006121464799649221,0.0045944966751387175,187/840/1794/1909/23493/3670/3084/5156/5997,9
M3,GO:0001755,neural crest cell migration,4/84,58/18805,0.06896551724137931,15.439244663382594,7.377221529682549,1.307942391663622e-4,0.006150505648564038,0.004616293432638652,1909/3670/8829/80031,4
M3,GO:0048738,cardiac muscle tissue development,7/84,251/18805,0.027888446215139442,6.2433598937583,5.601805106231535,1.311651645034519e-4,0.006150505648564038,0.004616293432638652,1909/23493/3670/3084/5156/5997/861,7
M3,GO:0048863,stem cell differentiation,7/84,256/18805,0.02734375,6.121419270833333,5.526501675192728,1.4816232136681494e-4,0.006572791750029886,0.004933242423222295,1909/3670/3084/8829/5156/80031/6591,7
M3,GO:0055008,cardiac muscle tissue morphogenesis,4/84,60/18805,0.06666666666666667,14.924603174603176,7.236290161127388,1.4931237633354863e-4,0.006572791750029886,0.004933242423222295,1909/23493/3670/3084,4
M3,GO:0090497,mesenchymal cell migration,4/84,60/18805,0.06666666666666667,14.924603174603176,7.236290161127388,1.4931237633354863e-4,0.006572791750029886,0.004933242423222295,1909/3670/8829/80031,4
M3,GO:0003179,heart valve morphogenesis,4/84,62/18805,0.06451612903225806,14.443164362519202,7.101957080144438,1.696562074351674e-4,0.007252762734764847,0.0054435981192535125,1009/23493/6591/6659,4
M3,GO:0060840,artery development,5/84,116/18805,0.04310344827586207,9.649527914614122,6.259340970028706,1.7148395895827872e-4,0.007252762734764847,0.0054435981192535125,187/1909/23493/8829/6659,5
M3,GO:0003229,ventricular cardiac muscle tissue development,4/84,63/18805,0.06349206349206349,14.213907785336357,7.037101616311868,1.8054529000511226e-4,0.007489157510404369,0.0056210254256652365,1909/23493/3670/3084,4
M3,GO:0007409,axonogenesis,9/84,459/18805,0.0196078431372549,4.389589169000934,4.92473599813704,2.0705077952289325e-4,0.008426576064733599,0.006324609710153125,91653/1009/1909/2258/3670/8829/59277/80031/7474,9
M3,GO:0045766,positive regulation of angiogenesis,6/84,192/18805,0.03125,6.995907738095238,5.593679896727734,2.1996395613295462e-4,0.008786338025533021,0.006594630887572793,187/168667/3670/8829/861/7474,6
M3,GO:0043410,positive regulation of MAPK cascade,9/84,464/18805,0.01939655172413793,4.342287561576354,4.88305414825699,2.2436973138398807e-4,0.00879937291991386,0.006604414294135382,22881/168667/2492/1880/3672/3084/8829/5156/7474,9
M3,GO:0035904,aorta development,4/84,67/18805,0.05970149253731343,13.365316275764036,6.791743186929731,2.2919121363710698e-4,0.00882795442527214,0.00662586628898253,187/1909/23493/6659,4
M3,GO:1904018,positive regulation of vasculature development,6/84,195/18805,0.03076923076923077,6.888278388278389,5.53646675355046,2.3915070393502752e-4,0.008872657040371702,0.006659418065096102,187/168667/3670/8829/861/7474,6
M3,GO:0060828,regulation of canonical Wnt signaling pathway,7/84,277/18805,0.02527075812274368,5.657340553549939,5.230748650596107,2.401886738826077e-4,0.008872657040371702,0.006659418065096102,22881/115908/3670/6591/6659/79718/7474,7
M3,GO:0055021,regulation of cardiac muscle tissue growth,4/84,68/18805,0.058823529411764705,13.168767507002801,6.733661245641885,2.426920562734958e-4,0.008872657040371702,0.006659418065096102,23493/3084/5997/861,4
M3,GO:0070374,positive regulation of ERK1 and ERK2 cascade,6/84,198/18805,0.030303030303030304,6.783910533910534,5.480450072041487,2.596326309738584e-4,0.00903981307925685,0.006784877883950436,168667/2492/1880/3084/8829/5156,6
M3,GO:0003209,cardiac atrium morphogenesis,3/84,28/18805,0.10714285714285714,23.9859693877551,8.153216583798145,2.5983700088730863e-4,0.00903981307925685,0.006784877883950436,23493/3670/6659,3
M3,GO:0003272,endocardial cushion formation,3/84,28/18805,0.10714285714285714,23.9859693877551,8.153216583798145,2.5983700088730863e-4,0.00903981307925685,0.006784877883950436,187/23493/6591,3
M3,GO:0016055,Wnt signaling pathway,9/84,477/18805,0.018867924528301886,4.223944294699011,4.7773759978258745,2.7512804991436775e-4,0.009419860375639544,0.007070124323613996,22881/84100/115908/1909/3670/6591/6659/79718/7474,9
M3,GO:0060384,innervation,3/84,29/18805,0.10344827586206896,23.158866995073893,7.999176030662517,2.888858989599008e-4,0.009672599358343437,0.007259818858127618,1909/3670/8829,3
M3,GO:0055007,cardiac muscle cell differentiation,5/84,130/18805,0.038461538461538464,8.610347985347985,5.832384256992166,2.914784229449807e-4,0.009672599358343437,0.007259818858127618,23493/3670/3084/5156/5997,5
M3,GO:0060415,muscle tissue morphogenesis,4/84,73/18805,0.0547945205479452,12.266797129810827,6.460558638055673,3.1891281114789747e-4,0.010300543177005123,0.007731125298896558,1909/23493/3670/3084,4
M3,GO:0003171,atrioventricular valve development,3/84,30/18805,0.1,22.386904761904763,7.852696861376267,3.199519670187034e-4,0.010300543177005123,0.007731125298896558,187/23493/6659,3
M3,GO:0001763,morphogenesis of a branching structure,6/84,208/18805,0.028846153846153848,6.457760989010989,5.301819978781688,3.3805781743117804e-4,0.010723392826456632,0.008048497263299566,1909/2258/8829/59277/6591/7474,6
M3,GO:0003281,ventricular septum development,4/84,75/18805,0.05333333333333334,11.93968253968254,6.358676124128436,3.5372677870896407e-4,0.011057178761314458,0.008299022001757627,187/23493/6659/7474,4
M3,GO:0070372,regulation of ERK1 and ERK2 cascade,7/84,296/18805,0.02364864864864865,5.294200450450451,4.988120468604455,3.5883287588873996e-4,0.011057178761314458,0.008299022001757627,168667/1848/2492/1880/3084/8829/5156,7
M3,GO:0061437,renal system vasculature development,3/84,32/18805,0.09375,20.987723214285715,7.580043859255648,3.883676821922917e-4,0.011634848479010737,0.008732594959236034,1909/8829/5156,3
M3,GO:0061440,kidney vasculature development,3/84,32/18805,0.09375,20.987723214285715,7.580043859255648,3.883676821922917e-4,0.011634848479010737,0.008732594959236034,1909/8829/5156,3
M3,GO:0035270,endocrine system development,5/84,139/18805,0.03597122302158273,8.052843439534087,5.590443407397593,3.968010390252294e-4,0.011724655358594792,0.008799999971460748,1909/3670/5156/6659/7474,5
M3,GO:0050920,regulation of chemotaxis,6/84,217/18805,0.027649769585253458,6.189927583936801,5.1508046105944025,4.2351170568980645e-4,0.012344793907742062,0.009265448127324643,1240/1880/4739/8829/5156/7474,6
M3,GO:0007435,salivary gland morphogenesis,3/84,34/18805,0.08823529411764706,19.753151260504204,7.3311187268327975,4.6553962895258034e-4,0.013208748835412258,0.00991389391155555,8829/59277/6591,3
M3,GO:0030517,negative regulation of axon extension,3/84,34/18805,0.08823529411764706,19.753151260504204,7.3311187268327975,4.6553962895258034e-4,0.013208748835412258,0.00991389391155555,8829/80031/7474,3
M3,GO:0048644,muscle organ morphogenesis,4/84,81/18805,0.04938271604938271,11.055261610817166,6.074867503010521,4.7445854311383215e-4,0.013208748835412258,0.00991389391155555,1909/23493/3670/3084,4
M3,GO:0051146,striated muscle cell differentiation,7/84,311/18805,0.022508038585209004,5.038853161843515,4.81086394172666,4.824018700498587e-4,0.013208748835412258,0.00991389391155555,840/1794/23493/3670/3084/5156/5997,7
M3,GO:0050921,positive regulation of chemotaxis,5/84,146/18805,0.03424657534246575,7.666748206131768,5.416846649610037,4.968424700479959e-4,0.013208748835412258,0.00991389391155555,1240/4739/8829/5156/7474,5
M3,GO:0003151,outflow tract morphogenesis,4/84,82/18805,0.04878048780487805,10.920441347270616,6.030460039258159,4.971053196765655e-4,0.013208748835412258,0.00991389391155555,1909/23493/3670/8829,4
M3,GO:0010667,negative regulation of cardiac muscle cell apoptotic process,3/84,35/18805,0.08571428571428572,19.18877551020408,7.214489261994301,5.075477810758509e-4,0.013208748835412258,0.00991389391155555,23493/22920/3084,3
M3,GO:0035456,response to interferon-beta,3/84,35/18805,0.08571428571428572,19.18877551020408,7.214489261994301,5.075477810758509e-4,0.013208748835412258,0.00991389391155555,3428/8519/4938,3
M3,GO:0003158,endothelium development,5/84,147/18805,0.034013605442176874,7.6145934564301925,5.392988852184284,5.125514281160318e-4,0.013208748835412258,0.00991389391155555,1909/23493/3084/8829/30061,5
M3,GO:0048844,artery morphogenesis,4/84,83/18805,0.04819277108433735,10.788869764773379,5.986813356552238,5.205116601808261e-4,0.013208748835412258,0.00991389391155555,1909/23493/8829/6659,4
M3,GO:2000027,regulation of animal organ morphogenesis,4/84,83/18805,0.04819277108433735,10.788869764773379,5.986813356552238,5.205116601808261e-4,0.013208748835412258,0.00991389391155555,59277/6591/4982/7474,4
M3,GO:0090090,negative regulation of canonical Wnt signaling pathway,5/84,149/18805,0.03355704697986577,7.512384148290189,5.3459405007495,5.450881062861965e-4,0.013671570293713091,0.010261266921275035,22881/115908/3670/6591/7474,5
M3,GO:0070371,ERK1 and ERK2 cascade,7/84,319/18805,0.0219435736677116,4.912486938349007,4.720924016706574,5.609948419945746e-4,0.01390880315152066,0.01043932325453909,168667/1848/2492/1880/3084/8829/5156,7
M3,GO:0048588,developmental cell growth,6/84,232/18805,0.02586206896551724,5.789716748768473,4.917145244939921,6.025278608671537e-4,0.014768779498755118,0.011084782894900507,1909/2258/8829/5997/80031/7474,6
M3,GO:0055013,cardiac muscle cell development,4/84,87/18805,0.04597701149425287,10.292829775588396,5.819398923601484,6.220212839825996e-4,0.015012259898896183,0.011267528352976763,23493/3670/5156/5997,4
M3,GO:0001822,kidney development,7/84,325/18805,0.021538461538461538,4.8217948717948715,4.655414050973585,6.263808024574208e-4,0.015012259898896183,0.011267528352976763,168667/1909/8829/5156/5420/6659/7474,7
M3,GO:0007431,salivary gland development,3/84,38/18805,0.07894736842105263,17.673872180451127,6.891774866162396,6.47906007726227e-4,0.015190578898537734,0.011401366589049625,8829/59277/6591,3
M3,GO:0010664,negative regulation of striated muscle cell apoptotic process,3/84,38/18805,0.07894736842105263,17.673872180451127,6.891774866162396,6.47906007726227e-4,0.015190578898537734,0.011401366589049625,23493/22920/3084,3
M3,GO:0003180,aortic valve morphogenesis,3/84,39/18805,0.07692307692307693,17.22069597069597,6.792289286732373,6.996443614427398e-4,0.01622723535088161,0.012179434384820985,1009/23493/6591,3
M3,GO:0035886,vascular associated smooth muscle cell differentiation,3/84,40/18805,0.075,16.790178571428573,6.696424789133567,7.539439925013954e-4,0.01689802908693333,0.01268290204997363,187/1909/23493,3
M3,GO:0072001,renal system development,7/84,336/18805,0.020833333333333332,4.663938492063492,4.539378173139024,7.619157660002752e-4,0.01689802908693333,0.01268290204997363,168667/1909/8829/5156/5420/6659/7474,7
M3,GO:0001667,ameboidal-type cell migration,6/84,243/18805,0.024691358024691357,5.527630805408583,4.7584115546801495,7.675348352112618e-4,0.01689802908693333,0.01268290204997363,1909/3670/8829/80031/6591/7474,6
M3,GO:0055017,cardiac muscle tissue growth,4/84,92/18805,0.043478260869565216,9.73343685300207,5.624807084992523,7.677361383956728e-4,0.01689802908693333,0.01268290204997363,23493/3084/5997/861,4
M3,GO:0060021,roof of mouth development,4/84,92/18805,0.043478260869565216,9.73343685300207,5.624807084992523,7.677361383956728e-4,0.01689802908693333,0.01268290204997363,2615/5156/6591/7474,4
M3,GO:0030198,extracellular matrix organization,7/84,339/18805,0.02064896755162242,4.622664700098328,4.508601128594646,8.02644224088212e-4,0.017487915064224983,0.013125643983494632,256076/1758/2331/59277/5156/861/4982,7
M3,GO:0043062,extracellular structure organization,7/84,340/18805,0.020588235294117647,4.60906862745098,4.498421907607859,8.165970394198337e-4,0.01759971967324153,0.013209559503914049,256076/1758/2331/59277/5156/861/4982,7
M3,GO:0045229,external encapsulating structure organization,7/84,341/18805,0.020527859237536656,4.5955522971652005,4.488282107417164,8.307412749500864e-4,0.01759971967324153,0.013209559503914049,256076/1758/2331/59277/5156/861/4982,7
M3,GO:0055006,cardiac cell development,4/84,94/18805,0.0425531914893617,9.526342451874367,5.551092212602001,8.322537814884728e-4,0.01759971967324153,0.013209559503914049,23493/3670/5156/5997,4
M3,GO:0048843,negative regulation of axon extension involved in axon guidance,2/84,10/18805,0.2,44.773809523809526,9.274562269765738,8.668461115267406e-4,0.01797872175541519,0.013494021452713839,8829/7474,2
M3,GO:0071372,cellular response to follicle-stimulating hormone stimulus,2/84,10/18805,0.2,44.773809523809526,9.274562269765738,8.668461115267406e-4,0.01797872175541519,0.013494021452713839,1909/2492,2
M3,GO:0048732,gland development,8/84,451/18805,0.017738359201773836,3.971069580825678,4.277952644510383,9.118103543274166e-4,0.018731189850326072,0.014058790225118465,1909/3670/3084/8829/59277/5156/6591/7474,8
M3,GO:0045444,fat cell differentiation,6/84,252/18805,0.023809523809523808,5.330215419501134,4.635567858218094,9.268959443122689e-4,0.01880229343672385,0.014112157385101767,1240/5156/5997/6591/79718/7474,6
M3,GO:0060412,ventricular septum morphogenesis,3/84,43/18805,0.06976744186046512,15.618770764119601,6.428442455388113,9.327053304262642e-4,0.01880229343672385,0.014112157385101767,187/23493/6659,3
M3,GO:0030111,regulation of Wnt signaling pathway,7/84,350/18805,0.02,4.477380952380953,4.398752340997501,9.669645544374839e-4,0.019312430962237524,0.014495043710768525,22881/115908/3670/6591/6659/79718/7474,7
M3,GO:0001503,ossification,8/84,458/18805,0.017467248908296942,3.910376377625286,4.223763646201479,0.0010067347807433387,0.019808157687406087,0.014867113936622777,1009/115908/1758/8519/5179/861/6591/7474,8
M3,GO:0061387,regulation of extent of cell growth,4/84,99/18805,0.04040404040404041,9.045214045214047,5.376070782076457,0.001010151759673004,0.019808157687406087,0.014867113936622777,2258/8829/80031/7474,4
M3,GO:0003139,secondary heart field specification,2/84,11/18805,0.18181818181818182,40.7034632034632,8.822981416221644,0.0010564063428828453,0.02034030481628307,0.015266519682523665,3670/7474,2
M3,GO:0003357,noradrenergic neuron differentiation,2/84,11/18805,0.18181818181818182,40.7034632034632,8.822981416221644,0.0010564063428828453,0.02034030481628307,0.015266519682523665,1909/6659,2
M3,GO:0003176,aortic valve development,3/84,45/18805,0.06666666666666667,14.924603174603176,6.264305219444423,0.0010655792509225717,0.02034030481628307,0.015266519682523665,1009/23493/6591,3
M3,GO:0030308,negative regulation of cell growth,5/84,174/18805,0.028735632183908046,6.4330186097427475,4.8227858330713245,0.0010960556658491767,0.02073852694067258,0.015565407332188677,2258/8829/5997/80031/7474,5
M3,GO:0048483,autonomic nervous system development,3/84,46/18805,0.06521739130434782,14.600155279503104,6.1861177698231256,0.001136266340270098,0.021312404312718275,0.01599613392526692,1909/8829/6659,3
M3,GO:0031589,cell-substrate adhesion,7/84,361/18805,0.019390581717451522,4.340951061865189,4.293351055396829,0.0011567685985021834,0.02150991264628629,0.016144374813941546,1009/1758/3672/4739/8829/59277/79987,7
M3,GO:0048247,lymphocyte chemotaxis,3/84,47/18805,0.06382978723404255,14.28951367781155,6.1103346226439355,0.0012098473836993384,0.02211560005626672,0.016598976593484235,1880/4739/7474,3
M3,GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",3/84,47/18805,0.06382978723404255,14.28951367781155,6.1103346226439355,0.0012098473836993384,0.02211560005626672,0.016598976593484235,22881/115908/7474,3
M3,GO:0060379,cardiac muscle cell myoblast differentiation,2/84,12/18805,0.16666666666666666,37.31150793650794,8.428243870128764,0.0012640128212296029,0.022355897963034707,0.016779333414902464,3670/3084,2
M3,GO:0097084,vascular associated smooth muscle cell development,2/84,12/18805,0.16666666666666666,37.31150793650794,8.428243870128764,0.0012640128212296029,0.022355897963034707,0.016779333414902464,1909/23493,2
M3,GO:0061383,trabecula morphogenesis,3/84,48/18805,0.0625,13.991815476190476,6.036830968407242,0.0012863668396494077,0.022355897963034707,0.016779333414902464,23493/3084/30061,3
M3,GO:0071526,semaphorin-plexin signaling pathway,3/84,48/18805,0.0625,13.991815476190476,6.036830968407242,0.0012863668396494077,0.022355897963034707,0.016779333414902464,1909/8829/80031,3
M3,GO:0099054,presynapse assembly,3/84,48/18805,0.0625,13.991815476190476,6.036830968407242,0.0012863668396494077,0.022355897963034707,0.016779333414902464,145581/27253/7474,3
M3,GO:1903522,regulation of blood circulation,6/84,269/18805,0.022304832713754646,4.99336165693043,4.418827172313791,0.0012963990456980724,0.022355897963034707,0.016779333414902464,1909/2258/23493/3670/5997/79987,6
M3,GO:0030178,negative regulation of Wnt signaling pathway,5/84,181/18805,0.027624309392265192,6.18422783478032,4.694476054050415,0.0013059078086890927,0.022355897963034707,0.016779333414902464,22881/115908/3670/6591/7474,5
M3,GO:0035265,organ growth,5/84,181/18805,0.027624309392265192,6.18422783478032,4.694476054050415,0.0013059078086890927,0.022355897963034707,0.016779333414902464,1848/23493/3084/5997/861,5
M3,GO:0060043,regulation of cardiac muscle cell proliferation,3/84,49/18805,0.061224489795918366,13.706268221574343,5.96549092566875,0.0013658684207953754,0.022986694545655658,0.017252781012233567,23493/3084/861,3
M3,GO:1905314,semi-lunar valve development,3/84,49/18805,0.061224489795918366,13.706268221574343,5.96549092566875,0.0013658684207953754,0.022986694545655658,0.017252781012233567,1009/23493/6591,3
M3,GO:0050767,regulation of neurogenesis,7/84,372/18805,0.01881720430107527,4.212589605734768,4.192074101915168,0.0013747258212283636,0.022986694545655658,0.017252781012233567,2258/23493/22920/8829/283659/80031/7474,7
M3,GO:0035272,exocrine system development,3/84,50/18805,0.06,13.432142857142857,5.896206735076873,0.0014483951009013135,0.023668092671546462,0.017764207856349443,8829/59277/6591,3
M3,GO:0045071,negative regulation of viral genome replication,3/84,50/18805,0.06,13.432142857142857,5.896206735076873,0.0014483951009013135,0.023668092671546462,0.017764207856349443,3428/8519/4938,3
M3,GO:0060976,coronary vasculature development,3/84,50/18805,0.06,13.432142857142857,5.896206735076873,0.0014483951009013135,0.023668092671546462,0.017764207856349443,187/23493/8829,3
M3,GO:0021559,trigeminal nerve development,2/84,13/18805,0.15384615384615385,34.44139194139194,8.07922611211795,0.0014895044104390985,0.024028991968808602,0.018035082667460962,3670/8829,2
M3,GO:0048675,axon extension,4/84,110/18805,0.03636363636363636,8.14069264069264,5.031230221904521,0.00149276074354212,0.024028991968808602,0.018035082667460962,1909/8829/80031/7474,4
M3,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,6/84,280/18805,0.02142857142857143,4.79719387755102,4.288080423004097,0.001589594428070972,0.025398186528511755,0.019062738638387176,1009/5010/22920/145581/27253/57526,6
M3,GO:0043473,pigmentation,4/84,113/18805,0.035398230088495575,7.92456805731142,4.945432359723395,0.0016480980567930498,0.025775718958273228,0.019346097532061696,84100/1909/1130/6591,4
M3,GO:0061138,morphogenesis of a branching epithelium,5/84,191/18805,0.02617801047120419,5.860446272749938,4.522444213127198,0.0016554009840228307,0.025775718958273228,0.019346097532061696,1909/8829/59277/6591/7474,5
M3,GO:0001776,leukocyte homeostasis,4/84,114/18805,0.03508771929824561,7.855054302422722,4.917533180866108,0.0017022814139515336,0.025775718958273228,0.019346097532061696,301/139818/1880/30061,4
M3,GO:0045445,myoblast differentiation,4/84,114/18805,0.03508771929824561,7.855054302422722,4.917533180866108,0.0017022814139515336,0.025775718958273228,0.019346097532061696,91653/3670/3084/6659,4
M3,GO:0060324,face development,3/84,53/18805,0.05660377358490566,12.671832884097036,5.699718945513461,0.0017145445314750197,0.025775718958273228,0.019346097532061696,1909/5156/7474,3
M3,GO:0060688,regulation of morphogenesis of a branching structure,3/84,53/18805,0.05660377358490566,12.671832884097036,5.699718945513461,0.0017145445314750197,0.025775718958273228,0.019346097532061696,59277/6591/7474,3
M3,GO:0090102,cochlea development,3/84,53/18805,0.05660377358490566,12.671832884097036,5.699718945513461,0.0017145445314750197,0.025775718958273228,0.019346097532061696,115908/23493/7474,3
M3,GO:0003222,ventricular trabecula myocardium morphogenesis,2/84,14/18805,0.14285714285714285,31.9812925170068,7.767635653190746,0.0017327210240841993,0.025775718958273228,0.019346097532061696,23493/3084,2
M3,GO:0060837,blood vessel endothelial cell differentiation,2/84,14/18805,0.14285714285714285,31.9812925170068,7.767635653190746,0.0017327210240841993,0.025775718958273228,0.019346097532061696,23493/8829,2
M3,GO:0098935,dendritic transport,2/84,14/18805,0.14285714285714285,31.9812925170068,7.767635653190746,0.0017327210240841993,0.025775718958273228,0.019346097532061696,22920/5813,2
M3,GO:0010665,regulation of cardiac muscle cell apoptotic process,3/84,55/18805,0.05454545454545454,12.21103896103896,5.577336056249849,0.0019078581968543617,0.02810449220372618,0.02109397018731224,23493/22920/3084,3
M3,GO:0050900,leukocyte migration,7/84,395/18805,0.017721518987341773,3.967299578059072,3.9923930513579027,0.0019339055458735801,0.02810449220372618,0.02109397018731224,301/1240/1880/3672/1130/4739/7474,7
M3,GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,2/84,15/18805,0.13333333333333333,29.84920634920635,7.4871468657172615,0.001993503619457629,0.02810449220372618,0.02109397018731224,23493/6591,2
M3,GO:0016322,neuron remodeling,2/84,15/18805,0.13333333333333333,29.84920634920635,7.4871468657172615,0.001993503619457629,0.02810449220372618,0.02109397018731224,1909/59277,2
M3,GO:0048935,peripheral nervous system neuron development,2/84,15/18805,0.13333333333333333,29.84920634920635,7.4871468657172615,0.001993503619457629,0.02810449220372618,0.02109397018731224,3670/861,2
M3,GO:0055012,ventricular cardiac muscle cell differentiation,2/84,15/18805,0.13333333333333333,29.84920634920635,7.4871468657172615,0.001993503619457629,0.02810449220372618,0.02109397018731224,23493/3084,2
M3,GO:0070243,regulation of thymocyte apoptotic process,2/84,15/18805,0.13333333333333333,29.84920634920635,7.4871468657172615,0.001993503619457629,0.02810449220372618,0.02109397018731224,22920/7474,2
M3,GO:2000052,positive regulation of non-canonical Wnt signaling pathway,2/84,15/18805,0.13333333333333333,29.84920634920635,7.4871468657172615,0.001993503619457629,0.02810449220372618,0.02109397018731224,22881/7474,2
M3,GO:0045165,cell fate commitment,6/84,295/18805,0.020338983050847456,4.553268765133172,4.120368890642091,0.0020677785441834753,0.028962326751972443,0.02173782228950229,1909/2258/23493/3670/8829/7474,6
M3,GO:0055001,muscle cell development,5/84,202/18805,0.024752475247524754,5.5413130598774165,4.346762140619422,0.0021144496406028117,0.029424954030840417,0.022085049556856536,1909/23493/3670/5156/5997,5
M3,GO:0010656,negative regulation of muscle cell apoptotic process,3/84,58/18805,0.05172413793103448,11.579433497536947,5.4051874865586464,0.002222430457965753,0.029878319337376426,0.02242532520356487,23493/22920/3084,3
M3,GO:0010659,cardiac muscle cell apoptotic process,3/84,58/18805,0.05172413793103448,11.579433497536947,5.4051874865586464,0.002222430457965753,0.029878319337376426,0.02242532520356487,23493/22920/3084,3
M3,GO:0010662,regulation of striated muscle cell apoptotic process,3/84,58/18805,0.05172413793103448,11.579433497536947,5.4051874865586464,0.002222430457965753,0.029878319337376426,0.02242532520356487,23493/22920/3084,3
M3,GO:0099172,presynapse organization,3/84,58/18805,0.05172413793103448,11.579433497536947,5.4051874865586464,0.002222430457965753,0.029878319337376426,0.02242532520356487,145581/27253/7474,3
M3,GO:0001771,immunological synapse formation,2/84,16/18805,0.125,27.983630952380953,7.232838854724183,0.0022716941916225007,0.029878319337376426,0.02242532520356487,1794/4739,2
M3,GO:0003188,heart valve formation,2/84,16/18805,0.125,27.983630952380953,7.232838854724183,0.0022716941916225007,0.029878319337376426,0.02242532520356487,1009/23493,2
M3,GO:0003214,cardiac left ventricle morphogenesis,2/84,16/18805,0.125,27.983630952380953,7.232838854724183,0.0022716941916225007,0.029878319337376426,0.02242532520356487,1909/23493,2
M3,GO:0032354,response to follicle-stimulating hormone,2/84,16/18805,0.125,27.983630952380953,7.232838854724183,0.0022716941916225007,0.029878319337376426,0.02242532520356487,1909/2492,2
M3,GO:0048934,peripheral nervous system neuron differentiation,2/84,16/18805,0.125,27.983630952380953,7.232838854724183,0.0022716941916225007,0.029878319337376426,0.02242532520356487,3670/861,2
M3,GO:0045446,endothelial cell differentiation,4/84,124/18805,0.03225806451612903,7.221582181259601,4.65598815875756,0.0023139275292909716,0.030067118558317025,0.022567029423268957,1909/23493/3084/8829,4
M3,GO:0071887,leukocyte apoptotic process,4/84,124/18805,0.03225806451612903,7.221582181259601,4.65598815875756,0.0023139275292909716,0.030067118558317025,0.022567029423268957,301/840/22920/7474,4
M3,GO:0022612,gland morphogenesis,4/84,127/18805,0.031496062992125984,7.0509936257967745,4.583145163706779,0.0025234704797677545,0.0321971896675047,0.02416576517513224,8829/59277/6591/7474,4
